"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
"dog cat",12334,341.44
